gvkey,n_early,n_late,last_quarter,z_plus_early_mean,z_plus_late_mean,z_plus_delta,z_plus_renorm_early_mean,z_plus_renorm_late_mean,z_plus_renorm_delta,breadth_early_mean,breadth_late_mean,breadth_delta,z_mahalanobis_sq_early_mean,z_mahalanobis_sq_late_mean,z_mahalanobis_sq_delta,t_iut_early_mean,t_iut_late_mean,t_iut_delta,z_plus_softmax_early_mean,z_plus_softmax_late_mean,z_plus_softmax_delta,z_plus_orth_early_mean,z_plus_orth_late_mean,z_plus_orth_delta
95,72,4,2020-Q4,0.4407300339697278,0.884197453363684,0.4434674193939562,0.8860675654024909,1.4935770440567406,0.6075094786542498,0.4841269841269841,0.5714285714285714,0.0873015873015873,10.206051958579035,16.507269893583786,6.30121793500475,-3.3352741384157865,-2.26085041663956,1.0744237217762267,1.6987571571305569,3.753413508236234,2.054656351105677,1.7466875945007518,3.8301538189696087,2.083466224468857
104,71,4,2025-Q2,0.5242759280033017,1.255284080021931,0.7310081520186292,1.2621963944593455,2.232431398898433,0.9702350044390872,0.3963782696177062,0.5714285714285714,0.1750503018108651,4.997979009524604,21.810289729927295,16.812310720402692,-1.4623083891148412,-0.7536163874936203,0.7086920016212209,2.079550168532021,3.948988948889683,1.8694387803576615,2.114451379954952,3.9664902112484,1.852038831293449
105,73,4,2024-Q4,0.567459386732615,1.1795364089193296,0.6120770221867147,1.289361032771002,2.0472513879361918,0.7578903551651894,0.4285714285714285,0.5714285714285714,0.1428571428571429,6.204390441245086,28.23139369851957,22.02700325727449,-2.2340208226871656,-5.127905989087328,-2.893885166400162,2.040292989011736,4.296967315664328,2.2566743266525924,2.1063784649580604,4.371895614159032,2.265517149200971
1100,45,4,2017-Q1,1.5266880559033496,1.2433635750224803,-0.2833244808808692,2.57811874350063,2.21172190415878,-0.3663968393418502,0.6031746031746031,0.5714285714285714,-0.0317460317460317,36.14503513074115,30.15064741021816,-5.994387720522994,-3.205472667283341,-1.6024869656289658,1.6029857016543752,5.904329490129047,5.895828683089976,-0.0085008070390717,5.940067799502447,5.938026350368912,-0.0020414491335349
1101,58,4,2015-Q1,1.4166065004757111,2.150051142186475,0.7334446417107636,2.400353936200184,3.186021460767125,0.7856675245669416,0.5812807881773397,0.6785714285714286,0.0972906403940888,37.46336580332018,40.01907352013496,2.55570771681478,-3.511275567967368,-2.6583483071145317,0.8529272608528369,5.423094204392196,5.944844672163271,0.5217504677710743,5.460849827484331,5.968472243028717,0.507622415544386
1563,58,4,2020-Q2,0.5981010699053023,0.5518014258034845,-0.0462996441018178,1.3537281327473167,1.2643978534738838,-0.0893302792734329,0.4704433497536945,0.4285714285714285,-0.041871921182266,5.48207175128953,4.155001937767176,-1.327069813522353,-1.6191884317195306,-1.6501880625695975,-0.0309996308500668,2.220604582890842,1.6760867420915555,-0.5445178407992863,2.2935247745703764,1.8128384478361204,-0.480686326734256
1592,61,4,2018-Q1,0.7917430610669045,0.9869917692587016,0.195248708191797,2.0804397909379206,4.2041970698556606,2.12375727891774,0.3840749414519905,0.2499999999999999,-0.1340749414519906,6.744897335275484,,,-2.0416363340540418,-1.975527076957408,0.0661092570966337,3.3264118964758462,5.964141909334284,2.637730012858438,3.3775710373176357,5.974044276281099,2.5964732389634637
1620,77,4,2023Q3,1.2343029407523962,1.4293074978179938,0.1950045570655976,2.0326535134952235,2.0493430312709404,0.0166895177757169,0.5992578849721706,0.6785714285714286,0.079313543599258,22.96338024732017,,,-2.874340822887152,-0.8136175675488297,2.0607232553383223,4.15772394253199,4.624246778216781,0.466522835684791,4.201963058369785,4.716942363252985,0.5149793048832008
1625,75,4,2019-Q2,1.2063580920770465,1.6055737989969363,0.3992157069198898,2.383702745231392,3.000765127858537,0.6170623826271449,0.5142857142857142,0.5357142857142857,0.0214285714285714,31.83620994024394,35.49499229412248,3.658782353878543,-3.4593823869559364,-2.48326535697995,0.9761170299759864,5.10406168996458,5.774359484025561,0.6702977940609811,5.149766437092606,5.814725896571133,0.6649594594785269
1664,64,4,2022-Q2,1.302947771351313,1.697388040461168,0.3944402691098552,2.597403110300307,2.607530980397052,0.0101278700967446,0.5245535714285714,0.6428571428571428,0.1183035714285714,31.25976501375607,,,-2.556210825321892,-1.1829704202477904,1.3732404050741014,5.580185826798646,4.970641192192054,-0.6095446346065918,5.628850005026855,5.036156879144118,-0.5926931258827377
1676,65,4,2019-Q1,1.6293156225565684,1.4326631675618984,-0.19665245499467,2.6691912761784007,2.2269940258075653,-0.4421972503708353,0.6175824175824175,0.6428571428571429,0.0252747252747254,38.77882030293819,37.77330939499858,-1.005510907939616,-3.836489870205716,-4.951472638944019,-1.1149827687383032,5.890171814331271,5.852008439101311,-0.0381633752299608,5.932430833134009,5.902396507497862,-0.030034325636147
