mechanism,dz_z1,dz_z2,dz_z3,dz_z4,dz_z6,dz_z8,dz_z57
M1_threshold,0.0481846458068646,-1.1767548703135056,-0.0054151446699221,-0.118724491811276,-0.0363822689779382,0.085292339648255,0.1553461375507143
M2_smoothing,0.5438952481407608,-0.297113286164772,-0.2111651371428769,-0.0673526423402476,-0.1242000886001798,-0.245872808274294,-0.1737783055977381
M3_benford,2.004112118729474,1.386164936677357,0.3003816730456354,0.1218486843371577,0.1981538002956083,0.4968555781187184,0.5490616004480133
M4_inconsistency,-0.1329493956850709,-0.4024805212753191,0.0170928219062614,0.0358347586005986,0.1788278053429289,0.1151600116852679,-0.1047990223730915
M5_cod_break,-0.1415560559398984,-0.0630289576766738,-0.1024902017714549,0.116349985568896,0.0323873531954215,0.7740254516937529,0.066353651840207
