facet,value,detector,n,mean,std
sector,Communication Services,z2,190,-0.7488299106599979,2.2411584554894013
sector,Communication Services,z3,190,-0.1101809181295815,0.8885877776074088
sector,Communication Services,z4,190,0.0238794675497831,0.9825946612818436
sector,Communication Services,z6,190,0.8662539450239239,2.260728226519915
sector,Communication Services,z8,158,-0.0561152867989165,0.9882752512693844
sector,Communication Services,z57,190,0.214174400791746,1.2011242458257645
sector,Consumer Discretionary,z1,583,0.3112377436178417,1.6865815426100923
sector,Consumer Discretionary,z2,585,0.1360052722130974,2.5204934629851223
sector,Consumer Discretionary,z3,583,-0.0175394715308339,0.987102732855856
sector,Consumer Discretionary,z4,585,-0.180383498160252,0.9427738425512128
sector,Consumer Discretionary,z6,581,1.0127683705117072,2.34757090903035
sector,Consumer Discretionary,z8,437,0.001296244919535,0.9639804224781104
sector,Consumer Discretionary,z57,585,-0.0134123499850859,1.2210230432393787
sector,Consumer Staples,z1,514,0.0393521675874723,1.3500238124708406
sector,Consumer Staples,z2,515,0.6855313927254738,2.59733484384159
sector,Consumer Staples,z3,514,-0.0563253060026482,0.9331605607827954
sector,Consumer Staples,z4,516,0.0508460232226943,1.0612267719121238
sector,Consumer Staples,z6,513,0.9299912060144124,2.2801018939213136
sector,Consumer Staples,z8,393,0.0265232788303525,0.9853368442082524
sector,Consumer Staples,z57,515,0.0624338709695787,1.174541272553666
sector,Energy,z1,299,-0.3251819762318175,1.1949445637713
sector,Energy,z2,302,-0.4217410143326153,2.3281757163777628
sector,Energy,z3,299,0.0008015409540386,0.9216473915516022
sector,Energy,z4,302,0.0055648244434948,1.0807186240570728
sector,Energy,z6,297,1.354040712516276,2.47497301766087
sector,Energy,z8,238,0.0403923637643107,0.977953862324828
sector,Energy,z57,302,0.2700920587971351,1.0902058338813778
sector,Financials,z1,42,1.1170660322032095,2.7255851007011134
sector,Financials,z2,42,-1.4189267900662683,2.9181991024550307
sector,Financials,z3,33,-0.6943841845797007,1.3943904895337411
sector,Financials,z4,42,-0.6001323039521514,1.2241188856217644
sector,Financials,z6,42,0.0684765759912782,1.848841064570284
sector,Financials,z57,42,-0.3158880571443915,1.220501120669569
sector,Health Care,z1,186,0.460515355022219,1.7448449728668678
sector,Health Care,z2,186,0.5985306276097954,2.8158121134384566
sector,Health Care,z3,186,0.0525134086829342,0.9958985676778211
sector,Health Care,z4,186,-0.616760002038312,1.0166463704371922
sector,Health Care,z6,185,1.1574619179981396,2.499114828017089
sector,Health Care,z8,116,-0.0426366934389145,1.038596879140699
sector,Health Care,z57,186,0.2699558445006977,1.1778152897536855
sector,Industrials,z1,810,0.2178768554662928,1.7749191702060014
sector,Industrials,z2,813,0.3542098359372478,2.401899078259018
sector,Industrials,z3,809,-0.0320153130890496,1.0641862904853905
sector,Industrials,z4,814,-0.0581602987364571,0.9612564321223558
sector,Industrials,z6,806,1.1621956873476826,2.268125234925586
sector,Industrials,z8,576,0.0740277693686831,1.0099402648674365
sector,Industrials,z57,814,-0.064390691538297,1.1450163821647616
sector,Information Technology,z1,144,-0.1001969795305513,1.3459097894157552
sector,Information Technology,z2,146,0.8308138778246459,1.9543522304383172
sector,Information Technology,z3,146,-0.2168623541937527,1.1383005393313517
sector,Information Technology,z4,146,-0.3897086610649394,0.7888715121887888
sector,Information Technology,z6,144,1.0802328730612565,2.220339537021768
sector,Information Technology,z8,84,-0.3313687288948664,0.9031509405469652
sector,Information Technology,z57,146,0.1196062974586356,1.3984989742979703
sector,Materials,z1,488,0.0551462544957988,1.3680275344722812
sector,Materials,z2,490,0.4680910181624506,2.522464737550784
sector,Materials,z3,490,0.0833397533439311,0.9423051699099376
sector,Materials,z4,490,0.212760804646678,1.1687799374698908
sector,Materials,z6,487,1.0203835461589006,2.270460702901558
sector,Materials,z8,395,-0.0889851748855693,1.0243840927842909
sector,Materials,z57,490,-0.0443627660111412,1.171883414092858
sector,Real Estate,z1,447,1.2077099599056351,2.4373658384881334
sector,Real Estate,z2,450,-0.1501337344282155,2.126139622887519
sector,Real Estate,z3,443,0.2550989960601069,1.0214299116941523
sector,Real Estate,z4,450,-0.3473266650693212,0.8853072453466692
sector,Real Estate,z6,446,0.9042640039832944,2.249830418214445
sector,Real Estate,z8,332,0.0947835431492173,1.106244709997457
sector,Real Estate,z57,450,0.1320580850313789,1.1040167817018385
sector,Utilities,z1,40,1.377488347039237,2.4662753459841387
sector,Utilities,z2,40,-1.9459835154018328,1.8962727440064728
sector,Utilities,z3,40,-0.008701721142095,0.8067293511563356
sector,Utilities,z4,40,0.7662777789785263,0.5967037054114266
sector,Utilities,z6,40,1.2365877215680994,2.3584586566429384
sector,Utilities,z8,34,-0.0278189255185701,0.8504194965467957
sector,Utilities,z57,40,0.2634626634871553,0.978692834402431
sector,__NA__,z1,97,0.4945621257322362,1.915823109251921
sector,__NA__,z2,99,0.0633452550576056,3.024493809689634
sector,__NA__,z3,96,-0.172624107771312,1.0209036156244382
sector,__NA__,z4,97,-0.0511988358507927,0.5379171136763067
sector,__NA__,z6,94,0.2060478701641891,2.2974493232857327
sector,__NA__,z8,66,-0.1466513717692499,0.8725503106079997
sector,__NA__,z57,99,-0.2665473643535693,0.8821402154366067
