gvkey,n_quarters,z_plus_lag1,z_plus_renorm_lag1,breadth_lag1,z_mahalanobis_sq_lag1,t_iut_lag1,z_plus_softmax_lag1,z_plus_orth_lag1
107,90,0.6148975655586,0.6236071220529352,0.7172519414693451,0.5902100010885314,0.683185219244958,0.6650130767325441,0.6597873994835092
144,86,0.5367900531469163,0.3598363526531798,0.511189132042067,0.6871222995028357,0.929322555854297,0.761304694290906,0.76111239320454
168,89,0.44493026144563,0.3514080198696206,0.7006339564662845,0.5459774973012459,0.8221608535876939,0.2695722740410609,0.2805917230067372
175,89,0.4385370939998042,0.4459073503486703,0.2394375058043792,0.6858760740534708,0.64905140160442,0.5170132794398532,0.5127794735606976
176,104,0.7368648845777706,0.3411282177235732,0.7944371531540124,0.5298612459356572,0.9374410310404604,0.8866713439570552,0.8873578173886563
179,93,0.5937320718140319,0.5159595990815463,0.440986373227607,0.7773623850105043,0.8105015263827625,0.6336436947838716,0.634153068880655
185,87,0.2737377659018329,0.4882424491282569,0.3029862479633735,0.3311653325740197,0.8772213624721997,0.4514800772001975,0.4505329315446461
188,84,0.7840230414548288,0.7107702223124135,0.6285897785732885,0.8980421373440246,0.3485356706454878,0.7649649742559967,0.767668644074947
189,85,0.7657338385483244,0.3462767278638496,0.4886704464568644,0.8394607566613301,0.9019305625478028,0.8467656191294345,0.8466707072319581
201,92,0.7061465984677647,0.7558672853499395,0.3406402841881228,0.7568194256557246,0.7488319992599687,0.8563672279748196,0.8541415987278901
202,84,0.5121048744396066,0.4180742435350571,0.3832138553210006,0.4154865031531835,0.0243480752207533,0.628950219772889,0.6265779685039132
204,89,0.4058284204238305,0.3118411001323518,0.5716026351532865,0.647092480386976,0.9193761718300116,0.3895654852612886,0.3844802017688526
205,96,0.4363751209273973,0.5172575441062544,0.3737605962283069,0.7073395033650007,0.8072488529322701,0.6499733126666409,0.6466513524720994
206,70,0.6007943054891216,0.4931836960147416,0.5406403255095711,-0.0633604801271019,0.904083548917761,0.7272887083665286,0.7281340896598912
207,70,0.6349631897475412,0.6413455527759334,0.5979352743162833,0.3623905592239324,-0.0381410799895117,0.5320980584615759,0.5249993192165697
208,89,0.5149213906197536,0.4904903979309141,0.4741339173932139,0.3626213729598976,0.7010175792902432,0.5523042086631254,0.5534112112765157
210,108,0.7115253267204087,0.7093008688335594,0.5982922299450418,0.7100749720957455,0.7852031251365507,0.7523996654117769,0.7556897279272576
215,78,0.0697800178515601,0.2611261568171443,0.3979458776520613,0.2890967881759729,0.908761802753664,0.3520760838320032,0.3502655775541194
223,106,0.6689718888981931,0.7563162097956435,0.5502821442723377,0.8371998735966435,0.6806268327544861,0.6242304610897645,0.624743754192548
