facet,value,detector,n,mean,std
year,2025.0,z6,478,0.1867449361929588,1.7507719489640867
year,2025.0,z8,442,-0.1405717467048459,0.8010208662319578
year,2025.0,z57,491,-0.6519176292425405,1.1125509048051418
year,2026.0,z1,152,0.189345459751844,1.8170137958898047
year,2026.0,z2,152,0.3151077198210121,1.9500241865401653
year,2026.0,z3,148,0.4218491392529114,1.19210585637812
year,2026.0,z4,152,-0.2647636726078921,0.9966343130712026
year,2026.0,z6,89,0.5451370131427146,1.4808864207776802
year,2026.0,z8,142,-0.2487287446089601,0.8351344683114797
year,2026.0,z57,152,-1.292609196436865,0.923230924692731
sector,Communication Services,z1,280,0.2397670683099679,1.6708615831271008
sector,Communication Services,z2,281,-0.1116383574519955,2.154730068571642
sector,Communication Services,z3,280,-0.0814762519688666,0.9914233538117032
sector,Communication Services,z4,282,-0.1393530089743687,0.8344870302294936
sector,Communication Services,z6,266,1.0165928584003616,2.377585351892361
sector,Communication Services,z8,226,0.0572892841328751,1.178872505427104
sector,Communication Services,z57,280,0.3127601614477309,1.0690723547964764
sector,Consumer Discretionary,z1,1685,0.3753046871728063,1.856263839055315
sector,Consumer Discretionary,z2,1694,0.2431922012442409,2.267198921691923
sector,Consumer Discretionary,z3,1675,-0.0864915552374786,0.9727230315811044
sector,Consumer Discretionary,z4,1691,-0.2832266971003322,1.0080992273686027
sector,Consumer Discretionary,z6,1569,1.1559846999286147,2.195237838176724
sector,Consumer Discretionary,z8,1367,-0.0685221582117067,0.9631138482195998
sector,Consumer Discretionary,z57,1689,-0.063877662041581,1.1296384645233728
sector,Consumer Staples,z1,1546,0.3457361273613757,1.778277230264543
sector,Consumer Staples,z2,1551,-0.0802730126325549,2.550948596211114
sector,Consumer Staples,z3,1538,-0.0362663663037416,0.960566691007146
sector,Consumer Staples,z4,1547,-0.2645861036993413,1.1751072822835134
sector,Consumer Staples,z6,1452,1.2641731018990336,2.278141207281999
sector,Consumer Staples,z8,1222,-0.1060675355111895,0.9570608133815082
sector,Consumer Staples,z57,1544,0.1537298581010611,1.0926332481772922
sector,Energy,z1,476,-0.177910563441539,1.6015173760831125
sector,Energy,z2,480,-0.322001654659576,1.984959974897175
sector,Energy,z3,475,-0.0137146482035099,1.0191490793351152
sector,Energy,z4,481,0.2573352400814117,0.6473401558090808
sector,Energy,z6,450,1.2103294669989186,2.232559489564631
sector,Energy,z8,397,-0.009528882026186,0.9613337582105372
sector,Energy,z57,481,0.1076665001970504,1.0275397071438377
sector,Financials,z1,210,0.8833519498647828,2.3646246162868496
sector,Financials,z2,212,-0.3633839647223049,2.3392395718622296
sector,Financials,z3,175,0.1152384669180325,1.0563021849069716
sector,Financials,z4,211,-0.222935149972962,0.8402576631195801
sector,Financials,z6,194,1.153000760790195,2.2021178535164534
sector,Financials,z8,133,-0.0797255881204473,1.023522861654309
sector,Financials,z57,207,0.229472288815358,1.1413018669308288
sector,Health Care,z1,393,0.2358934054710356,1.752347823145744
sector,Health Care,z2,395,0.3584137373916554,2.411934163673596
sector,Health Care,z3,393,0.0036714442230498,0.9448215827269156
sector,Health Care,z4,397,-0.5364839630099505,0.8089294971427228
sector,Health Care,z6,376,1.2470746128945387,2.3684316472086056
sector,Health Care,z8,335,0.0508023740315629,1.0086509924664948
