archetype,delta,composite,alpha,n_finite,detection_rate
peer_gaming,1.5,z_plus_softmax,0.001,500,0.008
peer_gaming,1.5,z_plus_orth,0.05,500,0.012
peer_gaming,1.5,z_plus_orth,0.01,500,0.008
peer_gaming,1.5,z_plus_orth,0.001,500,0.008
peer_gaming,2.0,z_plus,0.05,500,0.316
peer_gaming,2.0,z_plus,0.01,500,0.134
peer_gaming,2.0,z_plus,0.001,500,0.04
peer_gaming,2.0,z_plus_renorm,0.05,500,0.092
peer_gaming,2.0,z_plus_renorm,0.01,500,0.004
peer_gaming,2.0,z_plus_renorm,0.001,500,0.0
peer_gaming,2.0,breadth,0.05,500,0.074
peer_gaming,2.0,breadth,0.01,500,0.0
peer_gaming,2.0,breadth,0.001,500,0.0
peer_gaming,2.0,z_mahalanobis_sq,0.05,500,0.468
peer_gaming,2.0,z_mahalanobis_sq,0.01,500,0.134
peer_gaming,2.0,z_mahalanobis_sq,0.001,500,0.008
peer_gaming,2.0,t_iut,0.05,500,0.168
peer_gaming,2.0,t_iut,0.01,500,0.062
peer_gaming,2.0,t_iut,0.001,500,0.024
peer_gaming,2.0,z_plus_softmax,0.05,500,0.006
peer_gaming,2.0,z_plus_softmax,0.01,500,0.006
peer_gaming,2.0,z_plus_softmax,0.001,500,0.006
peer_gaming,2.0,z_plus_orth,0.05,500,0.006
peer_gaming,2.0,z_plus_orth,0.01,500,0.006
peer_gaming,2.0,z_plus_orth,0.001,500,0.006
peer_gaming,3.0,z_plus,0.05,500,0.618
peer_gaming,3.0,z_plus,0.01,500,0.278
peer_gaming,3.0,z_plus,0.001,500,0.08
peer_gaming,3.0,z_plus_renorm,0.05,500,0.218
peer_gaming,3.0,z_plus_renorm,0.01,500,0.008
peer_gaming,3.0,z_plus_renorm,0.001,500,0.0
peer_gaming,3.0,breadth,0.05,500,0.106
peer_gaming,3.0,breadth,0.01,500,0.0
peer_gaming,3.0,breadth,0.001,500,0.0
peer_gaming,3.0,z_mahalanobis_sq,0.05,500,0.934
peer_gaming,3.0,z_mahalanobis_sq,0.01,500,0.594
peer_gaming,3.0,z_mahalanobis_sq,0.001,500,0.058
peer_gaming,3.0,t_iut,0.05,500,0.208
peer_gaming,3.0,t_iut,0.01,500,0.1
peer_gaming,3.0,t_iut,0.001,500,0.024
peer_gaming,3.0,z_plus_softmax,0.05,500,0.01
peer_gaming,3.0,z_plus_softmax,0.01,500,0.01
peer_gaming,3.0,z_plus_softmax,0.001,500,0.01
peer_gaming,3.0,z_plus_orth,0.05,500,0.01
peer_gaming,3.0,z_plus_orth,0.01,500,0.01
peer_gaming,3.0,z_plus_orth,0.001,500,0.01
systematic,0.5,z_plus,0.05,500,0.13
systematic,0.5,z_plus,0.01,500,0.038
systematic,0.5,z_plus,0.001,500,0.006
systematic,0.5,z_plus_renorm,0.05,500,0.04
systematic,0.5,z_plus_renorm,0.01,500,0.006
systematic,0.5,z_plus_renorm,0.001,500,0.0
systematic,0.5,breadth,0.05,500,0.052
systematic,0.5,breadth,0.01,500,0.0
systematic,0.5,breadth,0.001,500,0.0
systematic,0.5,z_mahalanobis_sq,0.05,500,0.076
systematic,0.5,z_mahalanobis_sq,0.01,500,0.006
systematic,0.5,z_mahalanobis_sq,0.001,500,0.002
systematic,0.5,t_iut,0.05,500,0.158
systematic,0.5,t_iut,0.01,500,0.038
systematic,0.5,t_iut,0.001,500,0.014
systematic,0.5,z_plus_softmax,0.05,500,0.192
systematic,0.5,z_plus_softmax,0.01,500,0.192
systematic,0.5,z_plus_softmax,0.001,500,0.192
systematic,0.5,z_plus_orth,0.05,500,0.192
systematic,0.5,z_plus_orth,0.01,500,0.192
systematic,0.5,z_plus_orth,0.001,500,0.192
systematic,1.0,z_plus,0.05,500,0.236
systematic,1.0,z_plus,0.01,500,0.076
systematic,1.0,z_plus,0.001,500,0.018
systematic,1.0,z_plus_renorm,0.05,500,0.04
systematic,1.0,z_plus_renorm,0.01,500,0.0
systematic,1.0,z_plus_renorm,0.001,500,0.0
systematic,1.0,breadth,0.05,500,0.12
systematic,1.0,breadth,0.01,500,0.0
systematic,1.0,breadth,0.001,500,0.0
systematic,1.0,z_mahalanobis_sq,0.05,500,0.136
systematic,1.0,z_mahalanobis_sq,0.01,500,0.022
systematic,1.0,z_mahalanobis_sq,0.001,500,0.006
systematic,1.0,t_iut,0.05,500,0.308
systematic,1.0,t_iut,0.01,500,0.106
systematic,1.0,t_iut,0.001,500,0.04
systematic,1.0,z_plus_softmax,0.05,500,0.142
systematic,1.0,z_plus_softmax,0.01,500,0.142
systematic,1.0,z_plus_softmax,0.001,500,0.142
systematic,1.0,z_plus_orth,0.05,500,0.146
systematic,1.0,z_plus_orth,0.01,500,0.142
systematic,1.0,z_plus_orth,0.001,500,0.142
systematic,1.5,z_plus,0.05,500,0.534
systematic,1.5,z_plus,0.01,500,0.226
systematic,1.5,z_plus,0.001,500,0.07
systematic,1.5,z_plus_renorm,0.05,500,0.098
systematic,1.5,z_plus_renorm,0.01,500,0.004
systematic,1.5,z_plus_renorm,0.001,500,0.0
systematic,1.5,breadth,0.05,500,0.25
systematic,1.5,breadth,0.01,500,0.0
systematic,1.5,breadth,0.001,500,0.0
systematic,1.5,z_mahalanobis_sq,0.05,500,0.326
systematic,1.5,z_mahalanobis_sq,0.01,500,0.08
systematic,1.5,z_mahalanobis_sq,0.001,500,0.006
systematic,1.5,t_iut,0.05,500,0.43
systematic,1.5,t_iut,0.01,500,0.244
systematic,1.5,t_iut,0.001,500,0.106
systematic,1.5,z_plus_softmax,0.05,500,0.218
systematic,1.5,z_plus_softmax,0.01,500,0.216
systematic,1.5,z_plus_softmax,0.001,500,0.216
systematic,1.5,z_plus_orth,0.05,500,0.22
systematic,1.5,z_plus_orth,0.01,500,0.218
systematic,1.5,z_plus_orth,0.001,500,0.216
systematic,2.0,z_plus,0.05,500,0.732
systematic,2.0,z_plus,0.01,500,0.386
systematic,2.0,z_plus,0.001,500,0.174
systematic,2.0,z_plus_renorm,0.05,500,0.154
systematic,2.0,z_plus_renorm,0.01,500,0.006
systematic,2.0,z_plus_renorm,0.001,500,0.0
systematic,2.0,breadth,0.05,500,0.376
systematic,2.0,breadth,0.01,500,0.0
systematic,2.0,breadth,0.001,500,0.0
systematic,2.0,z_mahalanobis_sq,0.05,500,0.526
systematic,2.0,z_mahalanobis_sq,0.01,500,0.168
systematic,2.0,z_mahalanobis_sq,0.001,500,0.004
systematic,2.0,t_iut,0.05,500,0.53
systematic,2.0,t_iut,0.01,500,0.356
systematic,2.0,t_iut,0.001,500,0.208
systematic,2.0,z_plus_softmax,0.05,500,0.196
systematic,2.0,z_plus_softmax,0.01,500,0.194
systematic,2.0,z_plus_softmax,0.001,500,0.194
systematic,2.0,z_plus_orth,0.05,500,0.196
systematic,2.0,z_plus_orth,0.01,500,0.196
systematic,2.0,z_plus_orth,0.001,500,0.196
systematic,3.0,z_plus,0.05,500,0.998
systematic,3.0,z_plus,0.01,500,0.944
systematic,3.0,z_plus,0.001,500,0.712
systematic,3.0,z_plus_renorm,0.05,500,0.642
systematic,3.0,z_plus_renorm,0.01,500,0.088
systematic,3.0,z_plus_renorm,0.001,500,0.0
systematic,3.0,breadth,0.05,500,0.466
systematic,3.0,breadth,0.01,500,0.0
systematic,3.0,breadth,0.001,500,0.0
systematic,3.0,z_mahalanobis_sq,0.05,500,0.99
systematic,3.0,z_mahalanobis_sq,0.01,500,0.738
systematic,3.0,z_mahalanobis_sq,0.001,500,0.13
systematic,3.0,t_iut,0.05,500,0.62
systematic,3.0,t_iut,0.01,500,0.438
systematic,3.0,t_iut,0.001,500,0.29
systematic,3.0,z_plus_softmax,0.05,500,0.304
systematic,3.0,z_plus_softmax,0.01,500,0.302
systematic,3.0,z_plus_softmax,0.001,500,0.302
systematic,3.0,z_plus_orth,0.05,500,0.31
systematic,3.0,z_plus_orth,0.01,500,0.308
systematic,3.0,z_plus_orth,0.001,500,0.306
