archetype,delta,detector,alpha,n_finite,flag_rate
systematic,2.0,z1,0.001,500,0.106
systematic,2.0,z2,0.05,500,0.548
systematic,2.0,z2,0.01,500,0.408
systematic,2.0,z2,0.001,500,0.282
systematic,2.0,z3,0.05,500,0.632
systematic,2.0,z3,0.01,500,0.348
systematic,2.0,z3,0.001,500,0.102
systematic,2.0,z4,0.05,500,0.548
systematic,2.0,z4,0.01,500,0.304
systematic,2.0,z4,0.001,500,0.102
systematic,2.0,z6,0.05,500,0.702
systematic,2.0,z6,0.01,500,0.548
systematic,2.0,z6,0.001,500,0.376
systematic,2.0,z8,0.05,500,0.046
systematic,2.0,z8,0.01,500,0.004
systematic,2.0,z8,0.001,500,0.0
systematic,2.0,z57,0.05,500,0.65
systematic,2.0,z57,0.01,500,0.376
systematic,2.0,z57,0.001,500,0.112
systematic,3.0,z1,0.05,500,0.92
systematic,3.0,z1,0.01,500,0.776
systematic,3.0,z1,0.001,500,0.488
systematic,3.0,z2,0.05,500,0.752
systematic,3.0,z2,0.01,500,0.63
systematic,3.0,z2,0.001,500,0.504
systematic,3.0,z3,0.05,500,0.938
systematic,3.0,z3,0.01,500,0.758
systematic,3.0,z3,0.001,500,0.432
systematic,3.0,z4,0.05,500,0.828
systematic,3.0,z4,0.01,500,0.634
systematic,3.0,z4,0.001,500,0.382
systematic,3.0,z6,0.05,500,0.92
systematic,3.0,z6,0.01,500,0.784
systematic,3.0,z6,0.001,500,0.614
systematic,3.0,z8,0.05,500,0.06
systematic,3.0,z8,0.01,500,0.014
systematic,3.0,z8,0.001,500,0.002
systematic,3.0,z57,0.05,500,0.928
systematic,3.0,z57,0.01,500,0.756
systematic,3.0,z57,0.001,500,0.482
