archetype,delta,composite,alpha,n_finite,detection_rate
peer_gaming,1.5,z_mahalanobis_sq,0.05,500,0.182
peer_gaming,1.5,z_mahalanobis_sq,0.01,500,0.036
peer_gaming,1.5,z_mahalanobis_sq,0.001,500,0.012
peer_gaming,1.5,t_iut,0.05,500,0.204
peer_gaming,1.5,t_iut,0.01,500,0.064
peer_gaming,1.5,t_iut,0.001,500,0.022
peer_gaming,1.5,z_plus_softmax,0.05,500,0.03
peer_gaming,1.5,z_plus_softmax,0.01,500,0.03
peer_gaming,1.5,z_plus_softmax,0.001,500,0.03
peer_gaming,1.5,z_plus_orth,0.05,500,0.03
peer_gaming,1.5,z_plus_orth,0.01,500,0.03
peer_gaming,1.5,z_plus_orth,0.001,500,0.03
peer_gaming,2.0,z_plus,0.05,500,0.212
peer_gaming,2.0,z_plus,0.01,500,0.062
peer_gaming,2.0,z_plus,0.001,500,0.014
peer_gaming,2.0,z_plus_renorm,0.05,500,0.046
