archetype,delta,detector,alpha,n_finite,flag_rate
systematic,2.0,z1,0.001,500,0.138
systematic,2.0,z2,0.05,500,0.49
systematic,2.0,z2,0.01,500,0.362
systematic,2.0,z2,0.001,500,0.262
systematic,2.0,z3,0.05,500,0.636
systematic,2.0,z3,0.01,500,0.36
systematic,2.0,z3,0.001,500,0.116
systematic,2.0,z4,0.05,500,0.566
systematic,2.0,z4,0.01,500,0.312
systematic,2.0,z4,0.001,500,0.13
systematic,2.0,z6,0.05,500,0.796
systematic,2.0,z6,0.01,500,0.684
systematic,2.0,z6,0.001,500,0.55
systematic,2.0,z8,0.05,500,0.036
systematic,2.0,z8,0.01,500,0.006
systematic,2.0,z8,0.001,500,0.0
systematic,2.0,z57,0.05,500,0.61
systematic,2.0,z57,0.01,500,0.326
systematic,2.0,z57,0.001,500,0.084
systematic,3.0,z1,0.05,500,0.904
systematic,3.0,z1,0.01,500,0.736
systematic,3.0,z1,0.001,500,0.478
systematic,3.0,z2,0.05,500,0.678
systematic,3.0,z2,0.01,500,0.564
systematic,3.0,z2,0.001,500,0.404
systematic,3.0,z3,0.05,500,0.936
systematic,3.0,z3,0.01,500,0.748
systematic,3.0,z3,0.001,500,0.422
systematic,3.0,z4,0.05,500,0.918
systematic,3.0,z4,0.01,500,0.698
systematic,3.0,z4,0.001,500,0.41
systematic,3.0,z6,0.05,500,0.93
systematic,3.0,z6,0.01,500,0.856
systematic,3.0,z6,0.001,500,0.738
systematic,3.0,z8,0.05,500,0.034
systematic,3.0,z8,0.01,500,0.006
systematic,3.0,z8,0.001,500,0.0
systematic,3.0,z57,0.05,500,0.928
systematic,3.0,z57,0.01,500,0.762
systematic,3.0,z57,0.001,500,0.452
