archetype,delta,detector,alpha,n_finite,flag_rate
systematic,1.5,z1,0.01,500,0.182
systematic,1.5,z1,0.001,500,0.032
systematic,1.5,z2,0.05,500,0.402
systematic,1.5,z2,0.01,500,0.308
systematic,1.5,z2,0.001,500,0.224
systematic,1.5,z3,0.05,500,0.438
systematic,1.5,z3,0.01,500,0.17
systematic,1.5,z3,0.001,500,0.038
systematic,1.5,z4,0.05,500,0.394
systematic,1.5,z4,0.01,500,0.198
systematic,1.5,z4,0.001,500,0.042
systematic,1.5,z6,0.05,500,0.738
systematic,1.5,z6,0.01,500,0.612
systematic,1.5,z6,0.001,500,0.478
systematic,1.5,z8,0.05,500,0.044
systematic,1.5,z8,0.01,500,0.01
systematic,1.5,z8,0.001,500,0.0
systematic,1.5,z57,0.05,500,0.404
systematic,1.5,z57,0.01,500,0.164
systematic,1.5,z57,0.001,500,0.034
systematic,2.0,z1,0.05,500,0.584
systematic,2.0,z1,0.01,500,0.382
