archetype,delta,detector,alpha,n_finite,flag_rate
systematic,2.0,z1,0.001,500,0.136
systematic,2.0,z2,0.05,500,0.532
systematic,2.0,z2,0.01,500,0.42
systematic,2.0,z2,0.001,500,0.34
systematic,2.0,z3,0.05,500,0.638
systematic,2.0,z3,0.01,500,0.378
systematic,2.0,z3,0.001,500,0.146
systematic,2.0,z4,0.05,500,0.626
systematic,2.0,z4,0.01,500,0.404
systematic,2.0,z4,0.001,500,0.174
systematic,2.0,z6,0.05,500,0.692
systematic,2.0,z6,0.01,500,0.524
systematic,2.0,z6,0.001,500,0.388
systematic,2.0,z8,0.05,500,0.05
systematic,2.0,z8,0.01,500,0.004
systematic,2.0,z8,0.001,500,0.0
systematic,2.0,z57,0.05,500,0.664
systematic,2.0,z57,0.01,500,0.382
systematic,2.0,z57,0.001,500,0.138
systematic,3.0,z1,0.05,500,0.914
systematic,3.0,z1,0.01,500,0.73
systematic,3.0,z1,0.001,500,0.492
systematic,3.0,z2,0.05,500,0.684
systematic,3.0,z2,0.01,500,0.57
systematic,3.0,z2,0.001,500,0.442
systematic,3.0,z3,0.05,500,0.946
systematic,3.0,z3,0.01,500,0.77
systematic,3.0,z3,0.001,500,0.446
systematic,3.0,z4,0.05,500,0.876
systematic,3.0,z4,0.01,500,0.764
systematic,3.0,z4,0.001,500,0.488
systematic,3.0,z6,0.05,500,0.852
systematic,3.0,z6,0.01,500,0.716
systematic,3.0,z6,0.001,500,0.554
systematic,3.0,z8,0.05,500,0.042
systematic,3.0,z8,0.01,500,0.004
systematic,3.0,z8,0.001,500,0.0
systematic,3.0,z57,0.05,500,0.938
systematic,3.0,z57,0.01,500,0.782
systematic,3.0,z57,0.001,500,0.476
