archetype,delta,composite,alpha,n_finite,detection_rate
peer_gaming,1.5,z_plus_orth,0.01,500,0.01
peer_gaming,1.5,z_plus_orth,0.001,500,0.01
peer_gaming,2.0,z_plus,0.05,500,0.284
peer_gaming,2.0,z_plus,0.01,500,0.092
peer_gaming,2.0,z_plus,0.001,500,0.02
peer_gaming,2.0,z_plus_renorm,0.05,500,0.09
peer_gaming,2.0,z_plus_renorm,0.01,500,0.006
peer_gaming,2.0,z_plus_renorm,0.001,500,0.0
peer_gaming,2.0,breadth,0.05,500,0.078
peer_gaming,2.0,breadth,0.01,500,0.0
peer_gaming,2.0,breadth,0.001,500,0.0
peer_gaming,2.0,z_mahalanobis_sq,0.05,500,0.442
peer_gaming,2.0,z_mahalanobis_sq,0.01,500,0.066
peer_gaming,2.0,z_mahalanobis_sq,0.001,500,0.016
peer_gaming,2.0,t_iut,0.05,500,0.174
peer_gaming,2.0,t_iut,0.01,500,0.07
peer_gaming,2.0,t_iut,0.001,500,0.02
peer_gaming,2.0,z_plus_softmax,0.05,500,0.016
peer_gaming,2.0,z_plus_softmax,0.01,500,0.016
peer_gaming,2.0,z_plus_softmax,0.001,500,0.016
peer_gaming,2.0,z_plus_orth,0.05,500,0.016
peer_gaming,2.0,z_plus_orth,0.01,500,0.016
peer_gaming,2.0,z_plus_orth,0.001,500,0.016
peer_gaming,3.0,z_plus,0.05,500,0.6
peer_gaming,3.0,z_plus,0.01,500,0.26
peer_gaming,3.0,z_plus,0.001,500,0.08
peer_gaming,3.0,z_plus_renorm,0.05,500,0.334
peer_gaming,3.0,z_plus_renorm,0.01,500,0.03
peer_gaming,3.0,z_plus_renorm,0.001,500,0.0
peer_gaming,3.0,breadth,0.05,500,0.098
peer_gaming,3.0,breadth,0.01,500,0.0
peer_gaming,3.0,breadth,0.001,500,0.0
peer_gaming,3.0,z_mahalanobis_sq,0.05,500,0.958
peer_gaming,3.0,z_mahalanobis_sq,0.01,500,0.446
peer_gaming,3.0,z_mahalanobis_sq,0.001,500,0.09
peer_gaming,3.0,t_iut,0.05,500,0.188
peer_gaming,3.0,t_iut,0.01,500,0.084
peer_gaming,3.0,t_iut,0.001,500,0.032
peer_gaming,3.0,z_plus_softmax,0.05,500,0.012
peer_gaming,3.0,z_plus_softmax,0.01,500,0.012
peer_gaming,3.0,z_plus_softmax,0.001,500,0.012
peer_gaming,3.0,z_plus_orth,0.05,500,0.012
peer_gaming,3.0,z_plus_orth,0.01,500,0.012
peer_gaming,3.0,z_plus_orth,0.001,500,0.012
systematic,0.5,z_plus,0.05,500,0.098
systematic,0.5,z_plus,0.01,500,0.022
systematic,0.5,z_plus,0.001,500,0.004
systematic,0.5,z_plus_renorm,0.05,500,0.038
systematic,0.5,z_plus_renorm,0.01,500,0.006
systematic,0.5,z_plus_renorm,0.001,500,0.002
systematic,0.5,breadth,0.05,500,0.048
systematic,0.5,breadth,0.01,500,0.0
systematic,0.5,breadth,0.001,500,0.0
systematic,0.5,z_mahalanobis_sq,0.05,500,0.086
systematic,0.5,z_mahalanobis_sq,0.01,500,0.014
systematic,0.5,z_mahalanobis_sq,0.001,500,0.002
systematic,0.5,t_iut,0.05,500,0.14
systematic,0.5,t_iut,0.01,500,0.036
systematic,0.5,t_iut,0.001,500,0.006
systematic,0.5,z_plus_softmax,0.05,500,0.134
systematic,0.5,z_plus_softmax,0.01,500,0.132
systematic,0.5,z_plus_softmax,0.001,500,0.13
systematic,0.5,z_plus_orth,0.05,500,0.134
systematic,0.5,z_plus_orth,0.01,500,0.132
systematic,0.5,z_plus_orth,0.001,500,0.132
systematic,1.0,z_plus,0.05,500,0.226
systematic,1.0,z_plus,0.01,500,0.09
systematic,1.0,z_plus,0.001,500,0.026
systematic,1.0,z_plus_renorm,0.05,500,0.072
systematic,1.0,z_plus_renorm,0.01,500,0.006
systematic,1.0,z_plus_renorm,0.001,500,0.0
systematic,1.0,breadth,0.05,500,0.118
systematic,1.0,breadth,0.01,500,0.0
systematic,1.0,breadth,0.001,500,0.0
systematic,1.0,z_mahalanobis_sq,0.05,500,0.132
systematic,1.0,z_mahalanobis_sq,0.01,500,0.018
systematic,1.0,z_mahalanobis_sq,0.001,500,0.004
systematic,1.0,t_iut,0.05,500,0.32
systematic,1.0,t_iut,0.01,500,0.106
systematic,1.0,t_iut,0.001,500,0.034
systematic,1.0,z_plus_softmax,0.05,500,0.154
systematic,1.0,z_plus_softmax,0.01,500,0.154
systematic,1.0,z_plus_softmax,0.001,500,0.154
systematic,1.0,z_plus_orth,0.05,500,0.154
systematic,1.0,z_plus_orth,0.01,500,0.154
systematic,1.0,z_plus_orth,0.001,500,0.154
systematic,1.5,z_plus,0.05,500,0.438
systematic,1.5,z_plus,0.01,500,0.184
systematic,1.5,z_plus,0.001,500,0.044
systematic,1.5,z_plus_renorm,0.05,500,0.116
systematic,1.5,z_plus_renorm,0.01,500,0.01
systematic,1.5,z_plus_renorm,0.001,500,0.0
systematic,1.5,breadth,0.05,500,0.252
systematic,1.5,breadth,0.01,500,0.0
systematic,1.5,breadth,0.001,500,0.0
systematic,1.5,z_mahalanobis_sq,0.05,500,0.254
systematic,1.5,z_mahalanobis_sq,0.01,500,0.038
systematic,1.5,z_mahalanobis_sq,0.001,500,0.008
systematic,1.5,t_iut,0.05,500,0.444
systematic,1.5,t_iut,0.01,500,0.232
systematic,1.5,t_iut,0.001,500,0.08
systematic,1.5,z_plus_softmax,0.05,500,0.156
systematic,1.5,z_plus_softmax,0.01,500,0.156
systematic,1.5,z_plus_softmax,0.001,500,0.156
systematic,1.5,z_plus_orth,0.05,500,0.156
systematic,1.5,z_plus_orth,0.01,500,0.156
systematic,1.5,z_plus_orth,0.001,500,0.156
systematic,2.0,z_plus,0.05,500,0.802
systematic,2.0,z_plus,0.01,500,0.412
systematic,2.0,z_plus,0.001,500,0.186
systematic,2.0,z_plus_renorm,0.05,500,0.266
systematic,2.0,z_plus_renorm,0.01,500,0.026
systematic,2.0,z_plus_renorm,0.001,500,0.0
systematic,2.0,breadth,0.05,500,0.382
systematic,2.0,breadth,0.01,500,0.0
systematic,2.0,breadth,0.001,500,0.0
systematic,2.0,z_mahalanobis_sq,0.05,500,0.602
systematic,2.0,z_mahalanobis_sq,0.01,500,0.144
systematic,2.0,z_mahalanobis_sq,0.001,500,0.024
systematic,2.0,t_iut,0.05,500,0.55
systematic,2.0,t_iut,0.01,500,0.358
systematic,2.0,t_iut,0.001,500,0.184
systematic,2.0,z_plus_softmax,0.05,500,0.246
systematic,2.0,z_plus_softmax,0.01,500,0.238
systematic,2.0,z_plus_softmax,0.001,500,0.238
systematic,2.0,z_plus_orth,0.05,500,0.248
systematic,2.0,z_plus_orth,0.01,500,0.246
systematic,2.0,z_plus_orth,0.001,500,0.242
systematic,3.0,z_plus,0.05,500,0.996
systematic,3.0,z_plus,0.01,500,0.89
systematic,3.0,z_plus,0.001,500,0.57
systematic,3.0,z_plus_renorm,0.05,500,0.684
systematic,3.0,z_plus_renorm,0.01,500,0.156
systematic,3.0,z_plus_renorm,0.001,500,0.002
systematic,3.0,breadth,0.05,500,0.43
systematic,3.0,breadth,0.01,500,0.0
systematic,3.0,breadth,0.001,500,0.0
systematic,3.0,z_mahalanobis_sq,0.05,500,0.972
systematic,3.0,z_mahalanobis_sq,0.01,500,0.588
systematic,3.0,z_mahalanobis_sq,0.001,500,0.184
systematic,3.0,t_iut,0.05,500,0.636
systematic,3.0,t_iut,0.01,500,0.404
systematic,3.0,t_iut,0.001,500,0.266
systematic,3.0,z_plus_softmax,0.05,500,0.26
systematic,3.0,z_plus_softmax,0.01,500,0.254
systematic,3.0,z_plus_softmax,0.001,500,0.25
systematic,3.0,z_plus_orth,0.05,500,0.262
systematic,3.0,z_plus_orth,0.01,500,0.26
systematic,3.0,z_plus_orth,0.001,500,0.26
