detector,n_valid,n_total,share_valid
z1_valid,86087,92872,0.9269424584374192
z2_valid,90452,92872,0.9739426307175468
z3_valid,92872,92872,1.0
z4_valid,88804,92872,0.9561977775863554
z5_valid,92872,92872,1.0
z6_valid,82029,92872,0.8832479111034542
z7_valid,92872,92872,1.0
z8_valid,65638,92872,0.7067576880006892
z9_valid,61911,92872,0.6666271858041175
