archetype,delta,composite,alpha,n_finite,detection_rate
round_number,3.0,z_plus_renorm,0.01,500,0.086
round_number,3.0,z_plus_renorm,0.001,500,0.086
round_number,3.0,breadth,0.05,500,0.03
round_number,3.0,breadth,0.01,500,0.0
round_number,3.0,breadth,0.001,500,0.0
round_number,3.0,z_mahalanobis_sq,0.05,500,0.212
round_number,3.0,z_mahalanobis_sq,0.01,500,0.042
round_number,3.0,z_mahalanobis_sq,0.001,500,0.034
round_number,3.0,t_iut,0.05,500,0.09
round_number,3.0,t_iut,0.01,500,0.014
round_number,3.0,t_iut,0.001,500,0.012
round_number,3.0,z_plus_softmax,0.05,500,0.194
round_number,3.0,z_plus_softmax,0.01,500,0.194
round_number,3.0,z_plus_softmax,0.001,500,0.194
round_number,3.0,z_plus_orth,0.05,500,0.196
round_number,3.0,z_plus_orth,0.01,500,0.194
round_number,3.0,z_plus_orth,0.001,500,0.194
temporal_smoothing,0.5,z_plus,0.05,500,0.068
temporal_smoothing,0.5,z_plus,0.01,500,0.012
temporal_smoothing,0.5,z_plus,0.001,500,0.012
temporal_smoothing,0.5,z_plus_renorm,0.05,500,0.032
temporal_smoothing,0.5,z_plus_renorm,0.01,500,0.004
temporal_smoothing,0.5,z_plus_renorm,0.001,500,0.004
temporal_smoothing,0.5,breadth,0.05,500,0.034
temporal_smoothing,0.5,breadth,0.01,500,0.0
temporal_smoothing,0.5,breadth,0.001,500,0.0
temporal_smoothing,0.5,z_mahalanobis_sq,0.05,500,0.048
temporal_smoothing,0.5,z_mahalanobis_sq,0.01,500,0.0
temporal_smoothing,0.5,z_mahalanobis_sq,0.001,500,0.0
temporal_smoothing,0.5,t_iut,0.05,500,0.066
temporal_smoothing,0.5,t_iut,0.01,500,0.006
temporal_smoothing,0.5,t_iut,0.001,500,0.0
temporal_smoothing,0.5,z_plus_softmax,0.05,500,0.092
temporal_smoothing,0.5,z_plus_softmax,0.01,500,0.08
temporal_smoothing,0.5,z_plus_softmax,0.001,500,0.08
temporal_smoothing,0.5,z_plus_orth,0.05,500,0.096
temporal_smoothing,0.5,z_plus_orth,0.01,500,0.08
temporal_smoothing,0.5,z_plus_orth,0.001,500,0.08
temporal_smoothing,1.0,z_plus,0.05,500,0.114
temporal_smoothing,1.0,z_plus,0.01,500,0.028
temporal_smoothing,1.0,z_plus,0.001,500,0.028
temporal_smoothing,1.0,z_plus_renorm,0.05,500,0.054
temporal_smoothing,1.0,z_plus_renorm,0.01,500,0.008
temporal_smoothing,1.0,z_plus_renorm,0.001,500,0.008
temporal_smoothing,1.0,breadth,0.05,500,0.034
temporal_smoothing,1.0,breadth,0.01,500,0.0
temporal_smoothing,1.0,breadth,0.001,500,0.0
temporal_smoothing,1.0,z_mahalanobis_sq,0.05,500,0.084
temporal_smoothing,1.0,z_mahalanobis_sq,0.01,500,0.004
temporal_smoothing,1.0,z_mahalanobis_sq,0.001,500,0.004
temporal_smoothing,1.0,t_iut,0.05,500,0.068
temporal_smoothing,1.0,t_iut,0.01,500,0.004
temporal_smoothing,1.0,t_iut,0.001,500,0.0
temporal_smoothing,1.0,z_plus_softmax,0.05,500,0.148
temporal_smoothing,1.0,z_plus_softmax,0.01,500,0.122
temporal_smoothing,1.0,z_plus_softmax,0.001,500,0.122
temporal_smoothing,1.0,z_plus_orth,0.05,500,0.152
temporal_smoothing,1.0,z_plus_orth,0.01,500,0.122
temporal_smoothing,1.0,z_plus_orth,0.001,500,0.122
temporal_smoothing,1.5,z_plus,0.05,500,0.096
temporal_smoothing,1.5,z_plus,0.01,500,0.022
temporal_smoothing,1.5,z_plus,0.001,500,0.018
temporal_smoothing,1.5,z_plus_renorm,0.05,500,0.04
temporal_smoothing,1.5,z_plus_renorm,0.01,500,0.024
temporal_smoothing,1.5,z_plus_renorm,0.001,500,0.014
temporal_smoothing,1.5,breadth,0.05,500,0.052
temporal_smoothing,1.5,breadth,0.01,500,0.0
temporal_smoothing,1.5,breadth,0.001,500,0.0
temporal_smoothing,1.5,z_mahalanobis_sq,0.05,500,0.07
temporal_smoothing,1.5,z_mahalanobis_sq,0.01,500,0.004
temporal_smoothing,1.5,z_mahalanobis_sq,0.001,500,0.004
temporal_smoothing,1.5,t_iut,0.05,500,0.082
temporal_smoothing,1.5,t_iut,0.01,500,0.01
temporal_smoothing,1.5,t_iut,0.001,500,0.0
temporal_smoothing,1.5,z_plus_softmax,0.05,500,0.118
temporal_smoothing,1.5,z_plus_softmax,0.01,500,0.096
temporal_smoothing,1.5,z_plus_softmax,0.001,500,0.096
temporal_smoothing,1.5,z_plus_orth,0.05,500,0.132
temporal_smoothing,1.5,z_plus_orth,0.01,500,0.096
temporal_smoothing,1.5,z_plus_orth,0.001,500,0.096
temporal_smoothing,2.0,z_plus,0.05,500,0.12
temporal_smoothing,2.0,z_plus,0.01,500,0.012
temporal_smoothing,2.0,z_plus,0.001,500,0.012
temporal_smoothing,2.0,z_plus_renorm,0.05,500,0.038
temporal_smoothing,2.0,z_plus_renorm,0.01,500,0.028
temporal_smoothing,2.0,z_plus_renorm,0.001,500,0.024
temporal_smoothing,2.0,breadth,0.05,500,0.03
temporal_smoothing,2.0,breadth,0.01,500,0.0
temporal_smoothing,2.0,breadth,0.001,500,0.0
temporal_smoothing,2.0,z_mahalanobis_sq,0.05,500,0.086
temporal_smoothing,2.0,z_mahalanobis_sq,0.01,500,0.006
temporal_smoothing,2.0,z_mahalanobis_sq,0.001,500,0.006
temporal_smoothing,2.0,t_iut,0.05,500,0.086
temporal_smoothing,2.0,t_iut,0.01,500,0.006
temporal_smoothing,2.0,t_iut,0.001,500,0.0
temporal_smoothing,2.0,z_plus_softmax,0.05,500,0.086
temporal_smoothing,2.0,z_plus_softmax,0.01,500,0.086
temporal_smoothing,2.0,z_plus_softmax,0.001,500,0.086
temporal_smoothing,2.0,z_plus_orth,0.05,500,0.096
temporal_smoothing,2.0,z_plus_orth,0.01,500,0.086
temporal_smoothing,2.0,z_plus_orth,0.001,500,0.086
temporal_smoothing,3.0,z_plus,0.05,500,0.194
temporal_smoothing,3.0,z_plus,0.01,500,0.03
temporal_smoothing,3.0,z_plus,0.001,500,0.03
temporal_smoothing,3.0,z_plus_renorm,0.05,500,0.086
temporal_smoothing,3.0,z_plus_renorm,0.01,500,0.038
temporal_smoothing,3.0,z_plus_renorm,0.001,500,0.034
temporal_smoothing,3.0,breadth,0.05,500,0.046
temporal_smoothing,3.0,breadth,0.01,500,0.0
temporal_smoothing,3.0,breadth,0.001,500,0.0
temporal_smoothing,3.0,z_mahalanobis_sq,0.05,500,0.146
temporal_smoothing,3.0,z_mahalanobis_sq,0.01,500,0.014
temporal_smoothing,3.0,z_mahalanobis_sq,0.001,500,0.008
temporal_smoothing,3.0,t_iut,0.05,500,0.092
temporal_smoothing,3.0,t_iut,0.01,500,0.004
temporal_smoothing,3.0,t_iut,0.001,500,0.0
temporal_smoothing,3.0,z_plus_softmax,0.05,500,0.12
