archetype,delta,detector,alpha,n_finite,flag_rate
systematic,2.0,z1,0.01,500,0.342
systematic,2.0,z1,0.001,500,0.12
systematic,2.0,z2,0.05,500,0.62
systematic,2.0,z2,0.01,500,0.384
systematic,2.0,z2,0.001,500,0.246
systematic,2.0,z3,0.05,500,0.676
systematic,2.0,z3,0.01,500,0.42
systematic,2.0,z3,0.001,500,0.124
systematic,2.0,z4,0.05,500,0.544
systematic,2.0,z4,0.01,500,0.378
systematic,2.0,z4,0.001,500,0.092
systematic,2.0,z6,0.05,500,0.654
systematic,2.0,z6,0.01,500,0.508
systematic,2.0,z6,0.001,500,0.356
systematic,2.0,z8,0.05,500,0.058
systematic,2.0,z8,0.01,500,0.014
systematic,2.0,z8,0.001,500,0.01
systematic,2.0,z57,0.05,500,0.594
systematic,2.0,z57,0.01,500,0.338
systematic,2.0,z57,0.001,500,0.122
systematic,3.0,z1,0.05,500,0.874
systematic,3.0,z1,0.01,500,0.724
systematic,3.0,z1,0.001,500,0.428
systematic,3.0,z2,0.05,500,0.824
systematic,3.0,z2,0.01,500,0.71
systematic,3.0,z2,0.001,500,0.488
systematic,3.0,z3,0.05,500,0.972
systematic,3.0,z3,0.01,500,0.836
systematic,3.0,z3,0.001,500,0.546
systematic,3.0,z4,0.05,500,0.906
systematic,3.0,z4,0.01,500,0.676
systematic,3.0,z4,0.001,500,0.418
systematic,3.0,z6,0.05,500,0.886
systematic,3.0,z6,0.01,500,0.794
systematic,3.0,z6,0.001,500,0.57
systematic,3.0,z8,0.05,500,0.042
systematic,3.0,z8,0.01,500,0.014
systematic,3.0,z8,0.001,500,0.004
systematic,3.0,z57,0.05,500,0.896
systematic,3.0,z57,0.01,500,0.712
systematic,3.0,z57,0.001,500,0.446
